"state_name","state_abbrv","year","population","category","unemp_rate","crime_rate","murder_rate","rape_rate","robbery_rate","assault_rate"
"Michigan","MI",1998,9817000,"5M+ populations",3.9,620.8,7.3,50.4,155.8,407.3
"Minnesota","MN",1998,4725000,"1M-5M populations",2.7,310.2,2.6,49.9,92.5,165.2
"Mississippi","MS",1998,2752000,"1M-5M populations",5.3,410.7,11.4,37.3,123.3,238.6
"Missouri","MO",1998,5439000,"5M+ populations",4.2,555.7,7.3,26.9,149.2,372.2
"Montana","MT",1998,880000,"1M- populations",5.5,204.2,2.0,26.7,26.4,149.1
"Nebraska","NE",1998,1663000,"1M-5M populations",2.6,451.4,3.1,25.1,77.6,345.7
"Nevada","NV",1998,1747000,"1M-5M populations",4.2,643.6,9.7,52.1,254.9,326.8
"New Hampshire","NH",1998,1185000,"1M-5M populations",2.8,107.2,1.5,33.8,21.5,50.4
"New Jersey","NJ",1998,8115000,"5M+ populations",4.6,440.2,4.0,20.0,186.2,230.0
"New Mexico","NM",1998,1737000,"1M-5M populations",6.1,961.4,10.9,55.1,163.4,732.0
"New York","NY",1998,18175000,"10M + populations",5.6,637.8,5.1,21.1,270.3,341.3
"North Carolina","NC",1998,7546000,"5M+ populations",3.5,579.4,8.1,30.6,160.8,379.9
"North Dakota","ND",1998,638000,"1M- populations",2.9,89.3,1.1,33.2,10.2,44.8
"Ohio","OH",1998,11209000,"10M + populations",4.3,362.5,4.0,40.5,133.5,184.5
"Oklahoma","OK",1998,3347000,"1M-5M populations",4.3,539.4,6.1,45.2,92.0,396.1
"Oregon","OR",1998,3282000,"1M-5M populations",5.7,419.8,3.8,39.8,105.2,271.0
"Pennsylvania","PA",1998,12001000,"10M + populations",4.6,420.5,5.3,26.9,164.9,223.5
"Rhode Island","RI",1998,988000,"1M- populations",4.6,312.1,2.4,35.5,66.7,207.5
"South Carolina","SC",1998,3836000,"1M-5M populations",3.8,903.2,8.0,45.7,154.9,694.6
"South Dakota","SD",1998,738000,"1M- populations",2.8,154.3,1.4,35.0,20.2,97.8
"Tennessee","TN",1998,5431000,"5M+ populations",4.3,715.0,8.5,45.8,178.0,482.8
"Texas","TX",1998,19760000,"10M + populations",4.9,564.6,6.8,40.0,145.1,372.6
"Utah","UT",1998,2100000,"1M-5M populations",3.6,279.5,2.1,38.4,55.1,183.9
"Vermont","VT",1998,591000,"1M- populations",3.4,106.3,2.2,27.6,9.5,67.0
"Virginia","VA",1998,6791000,"5M+ populations",2.9,325.7,6.2,26.7,105.6,187.2
"Washington","WA",1998,5689000,"5M+ populations",4.8,428.5,3.9,48.2,115.6,260.8
"West Virginia","WV",1998,1811000,"1M-5M populations",6.6,248.6,4.3,18.7,37.3,188.3
"Wisconsin","WI",1998,5224000,"5M+ populations",3.4,249.0,3.6,19.9,85.6,139.9
"Wyoming","WY",1998,481000,"1M- populations",4.7,247.6,4.8,27.7,16.2,199.0
"Alabama","AL",1999,4369862,"1M-5M populations",4.7,490.2,7.9,34.6,121.2,326.5
"Alaska","AK",1999,619500,"1M- populations",6.5,630.8,8.4,83.5,91.4,447.6
"Arizona","AZ",1999,4778332,"1M-5M populations",4.4,551.1,8.0,28.9,152.5,361.6
"Arkansas","AR",1999,2551373,"1M-5M populations",4.6,425.2,5.6,27.8,79.3,312.4
"California","CA",1999,33145121,"10M + populations",5.2,627.2,6.0,28.2,181.1,411.7
"Colorado","CO",1999,4056133,"1M-5M populations",3.1,340.5,4.6,41.4,75.3,219.2
"Connecticut","CT",1999,3282031,"1M-5M populations",2.9,345.6,3.3,19.9,123.5,198.9
"Delaware","DE",1999,753538,"1M- populations",3.4,734.4,3.2,70.2,198.0,463.0
"District of Columbia","DC",1999,519000,"1M- populations",6.4,1627.7,46.4,47.8,644.3,889.2
"Florida","FL",1999,15111244,"10M + populations",3.9,854.0,5.7,46.3,211.6,590.5
"Georgia","GA",1999,7788240,"5M+ populations",3.9,533.9,7.5,29.8,166.4,330.3
"Hawaii","HI",1999,1185497,"1M-5M populations",5.4,234.9,3.7,29.9,88.1,113.3
"Idaho","ID",1999,1251700,"1M-5M populations",4.9,244.9,2.0,33.3,17.8,191.8
"Illinois","IL",1999,12128370,"10M + populations",4.4,689.5,7.7,35.4,217.4,428.9
"Indiana","IN",1999,5942901,"5M+ populations",3.0,374.6,6.6,27.0,109.3,231.7
"Iowa","IA",1999,2869413,"1M-5M populations",2.6,280.0,1.5,27.2,36.6,214.7
"Kansas","KS",1999,2654052,"1M-5M populations",3.3,382.8,6.0,40.1,77.1,259.5
"Kentucky","KY",1999,3960825,"1M-5M populations",4.5,308.3,5.1,29.0,78.4,195.8
"Louisiana","LA",1999,4372035,"1M-5M populations",5.1,732.7,10.7,33.1,173.6,515.2
"Maine","ME",1999,1253040,"1M-5M populations",4.0,112.0,2.0,19.1,19.4,71.6
"Maryland","MD",1999,5171634,"5M+ populations",3.6,743.4,9.0,30.0,263.7,440.8
"Massachusetts","MA",1999,6175169,"5M+ populations",3.2,551.0,2.0,26.9,96.0,426.0
"Michigan","MI",1999,9863775,"5M+ populations",3.7,574.9,7.0,49.2,143.0,375.7
"Minnesota","MN",1999,4775508,"1M-5M populations",2.8,274.0,2.8,42.7,82.0,146.5
"Mississippi","MS",1999,2768619,"1M-5M populations",5.1,349.3,7.7,41.8,111.6,188.2
"Missouri","MO",1999,5468338,"5M+ populations",3.3,500.2,6.6,26.3,130.7,336.6
"Montana","MT",1999,882779,"1M- populations",5.3,236.8,2.5,33.2,27.1,174.0
"Nebraska","NE",1999,1666028,"1M-5M populations",2.8,430.2,3.6,24.8,75.9,325.9
"Nevada","NV",1999,1809253,"1M-5M populations",4.0,569.9,9.1,52.1,232.6,276.0
"New Hampshire","NH",1999,1201134,"1M-5M populations",2.7,96.5,1.5,28.7,21.4,44.9
"New Jersey","NJ",1999,8143412,"5M+ populations",4.5,411.9,3.5,17.3,174.9,216.1
"New Mexico","NM",1999,1739844,"1M-5M populations",5.6,834.6,9.8,54.3,148.2,622.3
"New York","NY",1999,18196601,"10M + populations",5.2,588.8,5.0,19.6,240.8,323.5
"North Carolina","NC",1999,7650789,"5M+ populations",3.2,542.1,7.2,28.2,158.0,348.7
"North Dakota","ND",1999,633666,"1M- populations",3.3,66.9,1.6,22.4,8.8,34.1
"Ohio","OH",1999,11256654,"10M + populations",4.3,316.4,3.5,36.7,128.0,148.2
"Oklahoma","OK",1999,3358044,"1M-5M populations",3.5,508.2,6.9,40.9,82.9,377.5
"Oregon","OR",1999,3316154,"1M-5M populations",5.5,374.9,2.7,36.8,86.2,249.3
"Pennsylvania","PA",1999,11994016,"10M + populations",4.4,420.5,4.9,27.3,155.7,232.5
"Rhode Island","RI",1999,990819,"1M- populations",4.2,286.6,3.6,39.5,79.5,164.0
"South Carolina","SC",1999,3885736,"1M-5M populations",4.3,847.2,6.6,40.8,148.2,651.5
"South Dakota","SD",1999,733133,"1M- populations",2.7,167.4,2.5,45.8,14.0,105.0
"Tennessee","TN",1999,5483535,"5M+ populations",4.0,695.0,7.1,44.0,156.8,487.0
"Texas","TX",1999,20044141,"10M + populations",4.7,560.3,6.1,38.0,146.7,369.5
"Utah","UT",1999,2129836,"1M-5M populations",3.5,275.6,2.1,37.8,54.4,181.3
"Vermont","VT",1999,593740,"1M- populations",3.0,113.9,2.9,22.9,10.9,77.1
"Virginia","VA",1999,6872912,"5M+ populations",2.7,314.7,5.7,25.0,101.1,182.8
"Washington","WA",1999,5756361,"5M+ populations",4.9,377.3,3.0,47.1,100.9,226.3
"West Virginia","WV",1999,1806928,"1M-5M populations",6.5,350.7,4.4,18.7,36.6,291.0
"Wisconsin","WI",1999,5250446,"5M+ populations",3.1,245.8,3.4,20.1,84.7,137.6
"Wyoming","WY",1999,479602,"1M- populations",4.6,232.5,2.3,28.6,15.4,186.2
"Alabama","AL",2000,4447100,"1M-5M populations",4.6,486.2,7.4,33.3,128.2,317.2
"Alaska","AK",2000,626932,"1M- populations",6.4,566.9,4.3,79.3,78.2,405.1
"Arizona","AZ",2000,5130632,"5M+ populations",4.0,531.7,7.0,30.7,146.3,347.7
"Arkansas","AR",2000,2673400,"1M-5M populations",4.3,445.3,6.3,31.7,74.8,332.4
"California","CA",2000,33871648,"10M + populations",4.9,621.6,6.1,28.9,177.9,408.7
"Colorado","CO",2000,4301261,"1M-5M populations",2.8,334.0,3.1,41.2,70.5,219.1
"Connecticut","CT",2000,3405565,"1M-5M populations",2.4,324.7,2.9,19.9,112.5,189.4
"Delaware","DE",2000,783600,"1M- populations",3.7,684.4,3.2,54.1,177.9,449.2
"District of Columbia","DC",2000,572059,"1M- populations",5.6,1507.9,41.8,43.9,621.3,801.0
"Florida","FL",2000,15982378,"10M + populations",3.7,812.0,5.6,44.2,199.0,563.2
"Georgia","GA",2000,8186453,"5M+ populations",3.6,504.7,8.0,24.0,161.9,310.9
"Hawaii","HI",2000,1211537,"1M-5M populations",4.2,243.8,2.9,28.6,92.7,119.7
"Idaho","ID",2000,1293953,"1M-5M populations",4.7,252.5,1.2,29.7,17.2,204.3
"Illinois","IL",2000,12419293,"10M + populations",4.3,653.8,7.2,31.6,206.5,408.5
"Indiana","IN",2000,6080485,"5M+ populations",3.1,349.1,5.8,28.9,103.3,211.1
"Iowa","IA",2000,2926324,"1M-5M populations",2.6,266.4,1.6,23.1,36.6,205.1
"Kansas","KS",2000,2688418,"1M-5M populations",3.6,389.4,6.3,38.0,76.2,269.0
"Kentucky","KY",2000,4041769,"1M-5M populations",4.2,294.5,4.8,27.0,80.6,182.2
"Louisiana","LA",2000,4468976,"1M-5M populations",5.3,681.1,12.5,33.5,168.5,466.6
"Maine","ME",2000,1274923,"1M-5M populations",3.4,109.6,1.2,25.1,19.4,63.9
"Maryland","MD",2000,5296486,"5M+ populations",3.6,786.6,8.1,29.1,256.0,493.3
"Massachusetts","MA",2000,6349097,"5M+ populations",2.7,476.1,2.0,26.7,91.6,355.9
"Michigan","MI",2000,9938444,"5M+ populations",3.6,555.0,6.7,50.6,138.0,359.7
"Minnesota","MN",2000,4919479,"1M-5M populations",3.2,280.8,3.1,45.5,75.5,156.7
"Mississippi","MS",2000,2844658,"1M-5M populations",5.4,360.9,9.0,35.8,95.0,221.1
"Missouri","MO",2000,5595211,"5M+ populations",3.6,490.0,6.2,24.1,135.8,323.9
"Montana","MT",2000,902195,"1M- populations",5.0,311.1,2.2,34.1,22.5,252.3
"Nebraska","NE",2000,1711263,"1M-5M populations",2.8,327.6,3.7,25.5,67.0,231.4
"Nevada","NV",2000,1998257,"1M-5M populations",4.2,524.2,6.5,43.0,227.3,247.3
"New Hampshire","NH",2000,1235786,"1M-5M populations",2.7,175.4,1.8,42.2,36.7,94.7
"New Jersey","NJ",2000,8414350,"5M+ populations",3.7,383.8,3.4,16.1,161.1,203.2
"New Mexico","NM",2000,1819046,"1M-5M populations",4.9,757.9,7.4,50.7,137.4,562.4
"New York","NY",2000,18976457,"10M + populations",4.5,553.9,5.0,18.6,213.6,316.7
"North Carolina","NC",2000,8049313,"5M+ populations",3.7,497.6,7.0,27.1,156.5,307.0
"North Dakota","ND",2000,642200,"1M- populations",3.0,81.4,0.6,26.3,8.7,45.8
"Ohio","OH",2000,11353140,"10M + populations",4.0,334.1,3.7,37.6,137.5,155.3
"Oklahoma","OK",2000,3450654,"1M-5M populations",3.0,497.8,5.3,41.2,75.8,375.5
"Oregon","OR",2000,3421399,"1M-5M populations",5.1,350.7,2.0,37.6,84.4,226.7
"Pennsylvania","PA",2000,12281054,"10M + populations",4.1,420.0,4.9,26.4,147.8,240.9
"Rhode Island","RI",2000,1048319,"1M-5M populations",4.1,297.7,4.3,39.3,88.0,166.2
"South Carolina","SC",2000,4012012,"1M-5M populations",3.8,828.1,7.3,41.4,155.0,624.5
"South Dakota","SD",2000,754844,"1M- populations",2.5,166.8,0.9,40.4,17.4,108.1
"Tennessee","TN",2000,5689283,"5M+ populations",3.9,707.2,7.2,38.4,166.4,495.2
"Texas","TX",2000,20851820,"10M + populations",4.3,545.1,5.9,37.7,145.1,356.3
"Utah","UT",2000,2233169,"1M-5M populations",3.3,255.7,1.9,38.6,55.6,159.5
"Vermont","VT",2000,608827,"1M- populations",2.8,113.5,1.5,23.0,19.2,69.8
"Virginia","VA",2000,7078515,"5M+ populations",2.3,281.7,5.7,22.8,88.9,164.3
"Washington","WA",2000,5894121,"5M+ populations",5.2,369.7,3.3,46.4,98.6,221.3
"West Virginia","WV",2000,1808344,"1M-5M populations",5.5,316.5,2.5,18.3,41.4,254.2
"Wisconsin","WI",2000,5363675,"5M+ populations",3.5,236.8,3.2,21.7,84.6,127.3
"Wyoming","WY",2000,493782,"1M- populations",3.9,266.5,2.4,32.4,14.2,217.5
"Alabama","AL",2001,4468912,"1M-5M populations",5.1,438.2,8.5,30.6,125.0,274.1
"Alaska","AK",2001,633630,"1M- populations",6.4,589.5,6.2,79.1,81.1,423.1
"Arizona","AZ",2001,5306966,"5M+ populations",4.8,540.3,7.5,28.6,167.1,337.1
"Arkansas","AR",2001,2694698,"1M-5M populations",5.0,452.4,5.5,33.1,80.9,332.8
"California","CA",2001,34600463,"10M + populations",5.4,615.2,6.4,28.8,186.7,393.3
"Colorado","CO",2001,4430989,"1M-5M populations",3.8,349.6,3.6,43.6,80.2,222.3
"Connecticut","CT",2001,3434602,"1M-5M populations",3.1,334.6,3.1,18.6,121.8,191.1
"Delaware","DE",2001,796599,"1M- populations",3.5,611.1,2.9,52.7,145.1,410.4
"District of Columbia","DC",2001,573822,"1M- populations",6.3,1602.4,40.3,31.5,658.7,871.9
"Florida","FL",2001,16373330,"10M + populations",4.7,798.3,5.3,40.6,200.7,551.7
"Georgia","GA",2001,8405677,"5M+ populations",4.0,495.7,7.1,25.9,171.3,291.4
"Hawaii","HI",2001,1227024,"1M-5M populations",4.5,254.0,2.6,33.3,93.1,125.0
"Idaho","ID",2001,1320585,"1M-5M populations",5.1,243.1,2.3,32.2,18.6,190.1
"Illinois","IL",2001,12520227,"10M + populations",5.3,633.1,7.8,32.0,199.1,394.1
"Indiana","IN",2001,6126743,"5M+ populations",4.2,371.1,6.7,28.0,117.0,219.3
"Iowa","IA",2001,2931967,"1M-5M populations",3.3,268.2,1.7,22.1,39.4,205.1
"Kansas","KS",2001,2702125,"1M-5M populations",4.2,403.7,3.4,35.0,89.7,275.7
"Kentucky","KY",2001,4068816,"1M-5M populations",5.2,258.3,4.4,25.8,80.3,147.7
"Louisiana","LA",2001,4470368,"1M-5M populations",5.7,686.3,11.2,31.4,175.9,467.7
"Maine","ME",2001,1284470,"1M-5M populations",3.8,111.7,1.5,25.4,20.6,64.3
"Maryland","MD",2001,5386079,"5M+ populations",4.0,781.4,8.3,26.9,251.1,495.1
"Massachusetts","MA",2001,6401164,"5M+ populations",3.7,477.8,2.2,29.0,101.2,345.4
"Michigan","MI",2001,10006266,"10M + populations",5.2,553.9,6.7,52.6,129.3,365.3
"Minnesota","MN",2001,4984535,"1M-5M populations",3.8,263.7,2.4,44.9,75.4,141.1
"Mississippi","MS",2001,2859733,"1M-5M populations",5.5,349.9,9.9,40.1,115.2,184.7
"Missouri","MO",2001,5637309,"5M+ populations",4.6,540.5,6.6,24.5,137.8,371.6
"Montana","MT",2001,905382,"1M- populations",4.5,352.0,3.8,20.8,25.4,302.1
"Nebraska","NE",2001,1720039,"1M-5M populations",3.1,303.1,2.5,25.1,65.6,210.0
"Nevada","NV",2001,2097722,"1M-5M populations",5.2,589.2,8.6,42.1,235.1,303.4
"New Hampshire","NH",2001,1259359,"1M-5M populations",3.4,170.2,1.3,36.4,35.3,97.2
"New Jersey","NJ",2001,8511116,"5M+ populations",4.3,388.8,3.9,15.0,165.8,204.1
"New Mexico","NM",2001,1830935,"1M-5M populations",4.9,780.4,5.4,46.4,147.2,581.3
"New York","NY",2001,19084350,"10M + populations",4.8,513.6,5.0,18.6,191.5,298.5
"North Carolina","NC",2001,8206105,"5M+ populations",5.5,493.1,6.2,25.4,162.1,299.4
"North Dakota","ND",2001,636550,"1M- populations",2.9,79.3,1.1,25.8,9.4,43.0
"Ohio","OH",2001,11389785,"10M + populations",4.3,351.4,4.0,39.2,151.0,157.2
"Oklahoma","OK",2001,3469577,"1M-5M populations",3.7,510.9,5.3,42.8,79.1,383.6
"Oregon","OR",2001,3473441,"1M-5M populations",6.4,306.6,2.4,33.8,79.1,191.3
"Pennsylvania","PA",2001,12303104,"10M + populations",4.8,409.9,5.3,28.2,142.2,234.2
"Rhode Island","RI",2001,1059659,"1M-5M populations",4.6,309.3,3.7,39.3,93.0,173.4
"South Carolina","SC",2001,4062125,"1M-5M populations",5.2,815.2,8.1,43.5,147.4,616.1
"South Dakota","SD",2001,758324,"1M- populations",3.1,154.4,0.9,46.3,13.6,93.6
"Tennessee","TN",2001,5749398,"5M+ populations",4.6,744.0,7.4,38.2,177.7,520.7
"Texas","TX",2001,21370983,"10M + populations",5.0,571.6,6.2,38.2,165.4,361.7
"Utah","UT",2001,2278712,"1M-5M populations",4.4,233.2,2.9,39.3,52.5,138.4
"Vermont","VT",2001,612978,"1M- populations",3.3,105.1,1.1,17.5,17.5,69.0
"Virginia","VA",2001,7196750,"5M+ populations",3.2,291.0,5.1,24.6,95.3,166.0
"Washington","WA",2001,5993390,"5M+ populations",6.3,354.7,3.0,43.4,99.0,209.3
"West Virginia","WV",2001,1800975,"1M-5M populations",5.0,279.6,2.2,17.8,39.3,220.3
"Wisconsin","WI",2001,5405947,"5M+ populations",4.5,231.0,3.6,21.1,82.2,124.1
"Wyoming","WY",2001,493754,"1M- populations",3.8,257.6,1.8,31.0,17.0,207.8
"Alabama","AL",2002,4478896,"1M-5M populations",5.9,445.0,6.8,37.2,133.1,268.0
"Alaska","AK",2002,641482,"1M- populations",7.3,565.4,5.1,79.7,76.2,404.4
"Arizona","AZ",2002,5441125,"5M+ populations",6.1,554.5,7.1,29.6,147.0,370.8
"Arkansas","AR",2002,2706268,"1M-5M populations",5.5,425.0,5.2,27.9,93.3,298.6
"California","CA",2002,35001986,"10M + populations",6.7,595.4,6.8,29.1,185.6,373.8
"Colorado","CO",2002,4501051,"1M-5M populations",5.5,352.9,4.0,45.9,79.5,223.5
"Connecticut","CT",2002,3458587,"1M-5M populations",4.3,312.5,2.4,21.4,117.6,171.0
"Delaware","DE",2002,805945,"1M- populations",4.0,600.0,3.2,44.4,143.2,409.2
"District of Columbia","DC",2002,569157,"1M- populations",6.4,1637.9,46.4,46.0,673.6,871.8
"Florida","FL",2002,16691701,"10M + populations",5.6,771.2,5.5,40.5,195.2,530.1
"Georgia","GA",2002,8544005,"5M+ populations",5.0,459.6,7.1,24.7,157.2,270.7
"Hawaii","HI",2002,1240663,"1M-5M populations",4.2,262.9,1.9,30.0,97.5,133.5
"Idaho","ID",2002,1343124,"1M-5M populations",5.6,254.6,2.7,37.0,17.9,197.0
"Illinois","IL",2002,12586447,"10M + populations",6.5,601.9,7.6,34.7,201.1,358.4
"Indiana","IN",2002,6156913,"5M+ populations",5.2,357.3,5.9,29.9,107.4,214.1
"Iowa","IA",2002,2935840,"1M-5M populations",4.0,285.7,1.5,27.1,39.8,217.2
"Kansas","KS",2002,2711769,"1M-5M populations",5.1,377.2,2.9,38.2,79.8,256.3
"Kentucky","KY",2002,4089822,"1M-5M populations",5.7,271.4,4.7,26.6,76.6,163.6
"Louisiana","LA",2002,4476192,"1M-5M populations",6.1,663.3,13.2,34.2,159.1,456.7
"Maine","ME",2002,1294894,"1M-5M populations",4.3,107.8,1.1,29.1,20.9,56.8
"Maryland","MD",2002,5450525,"5M+ populations",4.4,770.8,9.4,25.1,246.2,490.1
"Massachusetts","MA",2002,6421800,"5M+ populations",5.3,484.9,2.7,27.7,111.6,342.9
"Michigan","MI",2002,10043221,"10M + populations",6.3,540.7,6.8,53.4,118.0,362.6
"Minnesota","MN",2002,5024791,"5M+ populations",4.5,267.2,2.2,45.2,78.4,141.4
"Mississippi","MS",2002,2866733,"1M-5M populations",6.6,343.9,9.2,39.3,117.1,178.3
"Missouri","MO",2002,5669544,"5M+ populations",5.4,539.0,5.8,25.8,123.9,383.4
"Montana","MT",2002,910372,"1M- populations",4.4,351.2,1.8,26.0,31.1,292.3
"Nebraska","NE",2002,1727564,"1M-5M populations",3.6,314.2,2.8,26.9,78.7,205.9
"Nevada","NV",2002,2167455,"1M-5M populations",5.6,639.3,8.4,42.8,236.1,352.0
"New Hampshire","NH",2002,1274405,"1M-5M populations",4.5,161.3,0.9,35.0,32.4,93.0
"New Jersey","NJ",2002,8575252,"5M+ populations",5.8,376.1,4.0,15.9,162.7,193.5
"New Mexico","NM",2002,1852044,"1M-5M populations",5.5,740.7,8.2,55.5,119.1,558.0
"New York","NY",2002,19134293,"10M + populations",6.1,496.6,4.8,20.3,191.6,280.0
"North Carolina","NC",2002,8305820,"5M+ populations",6.6,471.0,6.6,26.4,146.9,291.0
"North Dakota","ND",2002,633911,"1M- populations",3.7,78.2,0.8,25.7,9.1,42.6
"Ohio","OH",2002,11408699,"10M + populations",5.7,351.7,4.6,42.2,156.6,148.3
"Oklahoma","OK",2002,3489700,"1M-5M populations",4.7,504.0,4.7,45.1,85.0,369.2
"Oregon","OR",2002,3520355,"1M-5M populations",7.5,292.5,2.0,35.2,77.9,177.4
"Pennsylvania","PA",2002,12328827,"10M + populations",5.6,402.1,5.1,30.3,139.2,227.6
"Rhode Island","RI",2002,1068326,"1M-5M populations",5.0,285.6,3.8,37.0,85.7,159.0
"South Carolina","SC",2002,4103770,"1M-5M populations",5.8,822.7,7.3,47.7,140.7,627.0
"South Dakota","SD",2002,760437,"1M- populations",3.2,177.5,1.4,47.5,15.4,113.2
"Tennessee","TN",2002,5789796,"5M+ populations",5.2,717.8,7.3,39.6,162.6,508.5
"Texas","TX",2002,21736925,"10M + populations",6.4,579.7,6.0,39.1,172.9,361.7
"Utah","UT",2002,2318789,"1M-5M populations",5.8,236.7,2.0,40.7,49.2,144.8
"Vermont","VT",2002,616408,"1M- populations",4.0,106.7,2.1,20.4,12.5,71.7
"Virginia","VA",2002,7287829,"5M+ populations",4.2,291.7,5.3,25.2,95.5,165.6
"Washington","WA",2002,6067060,"5M+ populations",7.4,345.5,3.0,45.1,95.5,201.9
"West Virginia","WV",2002,1804884,"1M-5M populations",5.9,233.9,3.2,18.2,36.4,176.1
"Wisconsin","WI",2002,5439692,"5M+ populations",5.4,225.0,2.8,22.7,86.6,112.8
"Wyoming","WY",2002,498830,"1M- populations",4.0,273.4,3.0,29.7,18.6,222.1
"Alabama","AL",2003,4503726,"1M-5M populations",6.0,429.2,6.6,36.8,134.1,251.7
"Alaska","AK",2003,648280,"1M- populations",7.8,598.0,6.0,93.3,68.8,429.9
"Arizona","AZ",2003,5579222,"5M+ populations",5.7,513.3,7.9,33.3,136.6,335.6
"Arkansas","AR",2003,2727774,"1M-5M populations",5.9,456.4,6.6,33.4,81.6,334.7
"California","CA",2003,35462712,"10M + populations",6.8,579.6,6.8,28.2,179.8,364.8
"Colorado","CO",2003,4547633,"1M-5M populations",6.0,346.5,4.1,42.1,82.2,218.2
"Connecticut","CT",2003,3486960,"1M-5M populations",5.4,316.8,3.2,20.0,120.8,172.7
"Delaware","DE",2003,818166,"1M- populations",4.3,675.3,2.6,45.2,176.1,451.4
"District of Columbia","DC",2003,557620,"1M- populations",6.8,1624.9,44.7,49.1,706.8,824.4
"Florida","FL",2003,16999181,"10M + populations",5.2,731.1,5.4,39.6,185.4,500.6
"Georgia","GA",2003,8676460,"5M+ populations",4.8,454.5,7.6,25.7,161.9,259.3
"Hawaii","HI",2003,1248755,"1M-5M populations",4.1,272.3,1.8,29.4,93.5,147.6
"Idaho","ID",2003,1367034,"1M-5M populations",5.6,245.9,1.9,39.1,17.9,187.0
"Illinois","IL",2003,12649087,"10M + populations",6.8,556.4,7.1,33.1,188.0,328.1
"Indiana","IN",2003,6199571,"5M+ populations",5.3,352.3,5.5,27.7,103.2,215.9
"Iowa","IA",2003,2941976,"1M-5M populations",4.5,277.9,1.7,27.1,38.4,210.7
"Kansas","KS",2003,2724786,"1M-5M populations",5.5,397.5,4.6,39.8,82.5,270.6
"Kentucky","KY",2003,4118189,"1M-5M populations",6.1,248.5,4.4,27.3,78.3,138.5
"Louisiana","LA",2003,4493665,"1M-5M populations",6.4,636.9,13.0,35.6,156.0,432.4
"Maine","ME",2003,1309205,"1M-5M populations",5.0,108.6,1.2,27.0,22.1,58.3
"Maryland","MD",2003,5512310,"5M+ populations",4.4,703.5,9.5,24.6,241.3,428.0
"Massachusetts","MA",2003,6420357,"5M+ populations",5.7,473.1,2.2,28.8,124.8,317.4
"Michigan","MI",2003,10082364,"10M + populations",7.2,511.3,6.1,54.3,111.6,339.3
"Minnesota","MN",2003,5064172,"5M+ populations",4.9,262.9,2.5,41.3,77.1,142.0
"Mississippi","MS",2003,2882594,"1M-5M populations",6.3,323.9,9.3,37.4,104.6,172.6
"Missouri","MO",2003,5719204,"5M+ populations",5.6,490.8,5.1,24.5,116.9,344.3
"Montana","MT",2003,918157,"1M- populations",4.7,365.0,3.3,26.8,32.5,302.5
"Nebraska","NE",2003,1737475,"1M-5M populations",3.9,293.8,3.2,29.0,67.1,194.5
"Nevada","NV",2003,2242207,"1M-5M populations",5.1,616.0,8.8,38.8,233.0,335.4
"New Hampshire","NH",2003,1288705,"1M-5M populations",4.3,150.3,1.3,34.0,37.2,77.8
"New Jersey","NJ",2003,8642412,"5M+ populations",5.8,364.3,4.7,14.9,154.4,190.4
"New Mexico","NM",2003,1878562,"1M-5M populations",5.9,667.3,6.2,50.0,103.1,507.9
"New York","NY",2003,19212425,"10M + populations",6.4,465.8,4.9,19.6,186.3,255.0
"North Carolina","NC",2003,8421190,"5M+ populations",6.4,454.1,6.0,25.4,145.2,277.5
"North Dakota","ND",2003,633400,"1M- populations",3.7,80.2,1.4,25.3,8.4,45.2
"Ohio","OH",2003,11437680,"10M + populations",6.2,333.9,4.6,40.7,147.7,140.8
"Oklahoma","OK",2003,3506469,"1M-5M populations",5.5,506.4,5.9,42.8,91.9,365.8
"Oregon","OR",2003,3564330,"1M-5M populations",8.1,294.8,1.9,34.2,79.9,178.8
"Pennsylvania","PA",2003,12370761,"10M + populations",5.7,397.8,5.2,28.7,145.3,218.5
"Rhode Island","RI",2003,1076084,"1M-5M populations",5.3,285.7,2.3,46.9,77.1,159.3
"South Carolina","SC",2003,4148744,"1M-5M populations",6.9,806.4,7.3,47.1,139.8,612.2
"South Dakota","SD",2003,764905,"1M- populations",3.5,173.7,1.3,46.5,13.6,112.3
"Tennessee","TN",2003,5845208,"5M+ populations",5.6,691.3,6.8,36.4,161.0,487.1
"Texas","TX",2003,22103374,"10M + populations",6.7,553.1,6.4,36.3,167.5,342.9
"Utah","UT",2003,2352119,"1M-5M populations",5.6,250.4,2.6,39.1,53.5,155.3
"Vermont","VT",2003,619343,"1M- populations",4.3,114.2,2.4,20.3,10.0,81.4
"Virginia","VA",2003,7365284,"5M+ populations",4.1,278.2,5.6,24.5,91.1,156.9
"Washington","WA",2003,6131298,"5M+ populations",7.4,346.9,3.0,46.7,93.3,204.0
"West Virginia","WV",2003,1811440,"1M-5M populations",6.0,255.4,4.0,17.2,38.7,195.5
"Wisconsin","WI",2003,5474290,"5M+ populations",5.7,221.1,3.3,22.0,80.3,115.5
"Wyoming","WY",2003,502111,"1M- populations",4.3,261.7,2.8,27.1,16.7,215.1
"Alabama","AL",2004,4525375,"1M-5M populations",5.7,427.0,5.6,38.5,133.5,249.4
"Alaska","AK",2004,657755,"1M- populations",7.5,632.3,5.6,84.8,68.0,473.9
"Arizona","AZ",2004,5739879,"5M+ populations",5.0,504.4,7.2,33.0,134.5,329.6
